source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type
AgCensus2015-16 T2-4 Maharashtra/Large/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Large,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Marginal/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Marginal,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,7,0,7,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Medium/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Medium/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Medium/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Maharashtra,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Maharashtra,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Maharashtra,SC,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Maharashtra,SC,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsLarge,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/SC/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,SC,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/area/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,area,SmallvsMedium,landholding,small operated area,medium operated area,1,0,0,1,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Maharashtra,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,4,4,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Maharashtra,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,8,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Maharashtra,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Small/number/SCvsST,AgCensus2015-16,T2-4,Maharashtra,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,6,6,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Maharashtra/Small/number/STvsOthers,AgCensus2015-16,T2-4,Maharashtra,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Manipur,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,3,3,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Manipur,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Manipur,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Marginal/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Marginal,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Manipur,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Manipur,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Manipur,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Manipur,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Manipur,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Manipur/Small/number/SCvsST,AgCensus2015-16,T2-4,Manipur,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/area/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,2,2,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Meghalaya,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Meghalaya,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Meghalaya,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,1,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/area/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,area,MarginalvsMedium,landholding,marginal operated area,medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Meghalaya,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Meghalaya,ST,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Meghalaya,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/Small/number/SCvsST,AgCensus2015-16,T2-4,Meghalaya,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Meghalaya/Small/number/STvsOthers,AgCensus2015-16,T2-4,Meghalaya,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Mizoram,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Mizoram,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,3,0,3,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,3,3,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Mizoram,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Mizoram,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/Semi-mediumvsLarge,AgCensus2015-16,T2-4,Mizoram,All,number,Semi-mediumvsLarge,landholding,semi-medium holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Mizoram,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Mizoram,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Mizoram,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Mizoram,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/area/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,ST,area,MarginalvsSemi-medium,landholding,marginal operated area,semi-medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/area/SmallvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,ST,area,SmallvsSemi-medium,landholding,small operated area,semi-medium operated area,1,1,0,0,equal,c,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Mizoram,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Mizoram,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Mizoram,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Mizoram,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Mizoram,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,1,0,0,1,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Mizoram,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,1,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/Small/number/SCvsST,AgCensus2015-16,T2-4,Mizoram,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Mizoram/Small/number/STvsOthers,AgCensus2015-16,T2-4,Mizoram,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,,,,,,,,,unverified,,,,,
AgCensus2015-16 T2-4 Nagaland/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Nagaland,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,,,,,,,,,unverified,,,,,
