source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Arunachal Pradesh,All,number,SmallvsMedium,landholding,small holdings,medium holdings,3,0,0,3,equal,c,"Table 2, PDF pages 25,27,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/All/number=113,21.2389380531,23.0088495575,raw Small=24; raw Medium=26; construction fact=f00761; stored gap=1.77 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Arunachal Pradesh,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,2,0,0,2,equal,c,"Table 2, PDF pages 25,27,28",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/All/number=113,21.2389380531,25.6637168142,raw Small=24; raw Semi-medium=29; construction fact=f00760; stored gap=4.42 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Large/area/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Large,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,"Tables 2-4, PDF pages 30,36,42",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Arunachal Pradesh/Large/area=104,0.0000000000,99.0384615385,raw SC=0; raw ST=103; construction fact=f00371; stored gap=99.04 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Arunachal Pradesh/Marginal/number=27,0.0000000000,92.5925925926,raw SC=0; raw ST=25; construction fact=f00016; stored gap=92.59 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Arunachal Pradesh,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Arunachal Pradesh/Marginal/number=27,92.5925925926,7.4074074074,raw ST=25; raw Others=2; construction fact=f00017; stored gap=85.19 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Medium/area/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 29,35,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Arunachal Pradesh/Medium/area=153,0.0000000000,100.0000000000,raw SC=0; raw ST=153; construction fact=f00373; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Medium/area/STvsOthers,AgCensus2015-16,T2-4,Arunachal Pradesh,Medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,"Tables 2-4, PDF pages 29,35,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Arunachal Pradesh/Medium/area=153,100.0000000000,0.0000000000,raw ST=153; raw Others=0; construction fact=f00374; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Medium/number/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,"Tables 2-4, PDF pages 29,35,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Arunachal Pradesh/Medium/number=26,0.0000000000,100.0000000000,raw SC=0; raw ST=26; construction fact=f00018; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Medium/number/STvsOthers,AgCensus2015-16,T2-4,Arunachal Pradesh,Medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,0,0,1,diff,a,"Tables 2-4, PDF pages 29,35,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Arunachal Pradesh/Medium/number=26,100.0000000000,0.0000000000,raw ST=26; raw Others=0; construction fact=f00019; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/area/MarginalvsSmall,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,area,MarginalvsSmall,landholding,marginal operated area,small operated area,4,0,0,4,equal,c,"Table 4, PDF pages 37,38,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All Classes total for Arunachal Pradesh/ST/area=376,3.7234042553,7.9787234043,raw Marginal=14; raw Small=30; construction fact=f01771; stored gap=4.26 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/MarginalvsLarge,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,"Table 4, PDF pages 37,38,42",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,22.7272727273,6.3636363636,raw Marginal=25; raw Large=7; construction fact=f01127; stored gap=16.36 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,4,4,0,0,equal,c,"Table 4, PDF pages 37,38,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,22.7272727273,23.6363636364,raw Marginal=25; raw Medium=26; construction fact=f01126; stored gap=0.91 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,4,4,0,0,equal,c,"Table 4, PDF pages 37,38,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,22.7272727273,26.3636363636,raw Marginal=25; raw Semi-medium=29; construction fact=f01125; stored gap=3.64 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,3,3,0,0,equal,c,"Table 4, PDF pages 37,38,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,22.7272727273,21.8181818182,raw Marginal=25; raw Small=24; construction fact=f01124; stored gap=0.91 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/MediumvsLarge,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,MediumvsLarge,landholding,medium holdings,large holdings,1,0,1,0,diff,a,"Table 4, PDF pages 37,41,42",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,23.6363636364,6.3636363636,raw Medium=26; raw Large=7; construction fact=f01133; stored gap=17.27 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,3,0,0,3,equal,c,"Table 4, PDF pages 37,40,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,26.3636363636,23.6363636364,raw Semi-medium=29; raw Medium=26; construction fact=f01131; stored gap=2.73 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/SmallvsLarge,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,"Table 4, PDF pages 37,39,42",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,21.8181818182,6.3636363636,raw Small=24; raw Large=7; construction fact=f01130; stored gap=15.45 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,3,0,0,3,equal,c,"Table 4, PDF pages 37,39,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,21.8181818182,23.6363636364,raw Small=24; raw Medium=26; construction fact=f01129; stored gap=1.82 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Arunachal Pradesh,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,4,0,4,0,equal,c,"Table 4, PDF pages 37,39,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Arunachal Pradesh/ST/number=110,21.8181818182,26.3636363636,raw Small=24; raw Semi-medium=29; construction fact=f01128; stored gap=4.55 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Arunachal Pradesh/Semi-medium/area=77,0.0000000000,100.0000000000,raw SC=0; raw ST=77; construction fact=f00375; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Semi-medium/area/STvsOthers,AgCensus2015-16,T2-4,Arunachal Pradesh,Semi-medium,area,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,a,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Arunachal Pradesh/Semi-medium/area=77,100.0000000000,0.0000000000,raw ST=77; raw Others=0; construction fact=f00376; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Arunachal Pradesh/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Arunachal Pradesh,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Arunachal Pradesh/Semi-medium/number=29,0.0000000000,100.0000000000,raw SC=0; raw ST=29; construction fact=f00020; stored gap=100.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
